manufacturer,model,product_name,family,product_class,subcategory,role,approval_status,source_tier,transport_type,input_count,output_count,max_resolution,chroma,technology,topology,directionality,inputs_json,outputs_json,control_json,audio_json,features_json,specs_json,summary,known_limitations,closest_wyrestorm_architecture,closest_wyrestorm_sku_or_family,confidence,evidence_source,last_reviewed,reviewer,notes,aliases_json,routed_input_count,routed_output_count,physical_output_count,mirrored_output_count,io_evidence_status,matrix_size_evidence,quote_safety
Blustream,IP300UHD-TX,IP300UHD Encoder,IP300,AVoIP,,Transmitter,approved,curated-fingerprint,AVoIP,1,1,4K60,,AVOIP,endpoint,bidirectional,"[{""type"":""HDMI"",""count"":1},{""type"":""USB 2.0"",""count"":1}]","[{""type"":""LAN"",""count"":1}]","[""TCP/IP"",""RS-232"",""IR""]","[""Embedded Audio"",""Analog Audio""]","[""AVoIP encoder"",""Multicast"",""USB/KVM extension"",""PoE"",""Video wall"",""Matrix switching"",""Distributed AV"",""AV over IP""]","{""video"":{""maxResolution"":""4K60"",""hdmi"":""2.0"",""bandwidthGbps"":18,""hdr"":true},""distance"":{""meters"":100}}","4K HDCP 2.2 HDMI-over-IP multicast encoder with HDMI input, USB and control extension, and one-gigabit AV transport.",,"NetworkHD 500 (premium 1GbE AVoIP encoder, USB)",NHD-500-TX,high,https://www.blustream-us.com/ip300uhd-tx,2026-06-28,Wingman curated fingerprint migration,"Official Blustream IP300UHD-TX page. | data/product-intelligence-db.json#13 merged into deployed competitor catalog. | data/product-intelligence-db.json#15 merged into deployed competitor catalog. | data/product-intelligence-db.json#26 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Blustream IP300 products are AV-over-IP endpoints for managed networked distribution. | Compare IP300 products against AVoIP endpoints, not against switchers or HDBaseT kits. | Official competitor family guidance applied during canonical sync.","[""ip300uhdtx""]",,,,,,,
Blustream,IP350UHD-RX,IP350UHD-RX,,AVoIP,AV over IP decoder,decoder,review,sku-seed,AVoIP,,1,"4K UHD 60Hz 4:4:4 (HDR, Dolby Vision LLM)",,AVOIP,endpoint,unidirectional,"[{""type"": ""LAN (RJ45, video)"", ""count"": 1}, {""type"": ""SFP Fiber"", ""count"": 1}, {""type"": ""LAN (RJ45, Dante)"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 1}]","[""IR (bidirectional)"", ""RS-232"", ""USB/KVM""]","[""Dante"", ""AES67""]","[""18Gbps HDMI + Dante/AES67 audio over 100m copper or SFP fiber"", ""4K UHD60 4:4:4 with HDR incl. Dolby Vision LLM"", ""Segregated or combined video/Dante network interfaces"", ""12W max power""]","{""video"": {""maxResolution"": ""3840x2160@60 4:4:4"", ""bandwidthGbps"": 18, ""hdr"": true}, ""distance"": {""meters"": 100}, ""power"": {""maxW"": 12}}",Blustream IP350UHD-RX Dante-enabled 4K HDCP2.2 AVoIP receiver delivering 18Gbps 4K60 4:4:4 HDR (incl. Dolby Vision LLM) plus Dante/AES67 audio over 100m copper or SFP fiber.,,NetworkHD 500 (premium AVoIP with Dante audio),NHD-500-DNT-TX (positioning; decoder-side),high,https://www.blustream-us.com/video-over-ip-extenders-ip350uhd-rx,2026-07-05,Claude research pass,"Verified via official Blustream IP350UHD-RX page: 18Gbps 4K60 4:4:4 HDR/Dolby Vision LLM, Dante/AES67, dual LAN + SFP, 12W max.",[],,,,,,,
Blustream,IP350UHD-TX,IP350UHD-TX Dante AV over IP Encoder,IP350,AVoIP,,endpoint,approved,structured-catalog,AVoIP,1,,"4K UHD 60Hz 4:4:4 (HDR, Dolby Vision LLM)",,AVoIP,endpoint,bidirectional,"[{""type"": ""HDMI"", ""count"": 1}]","[{""type"": ""LAN (RJ45, video/PoE)"", ""count"": 1}, {""type"": ""SFP Fiber"", ""count"": 1}, {""type"": ""LAN (RJ45, Dante)"", ""count"": 1}, {""type"": ""HDMI (loop out)"", ""count"": 1}]","[""TCP/IP"",""RS-232"",""IR""]","[""Dante (2ch TX/RX)"", ""AES67""]","[""AVoIP encoder"",""Dante audio"",""AES67"",""Copper or fiber uplink"",""USB/KVM extension"",""PoE"",""Video wall"",""Matrix switching"",""Distributed AV"",""AV over IP""]","{""video"": {""maxResolution"": ""3840x2160@60 4:4:4"", ""bandwidthGbps"": 18, ""hdr"": true}, ""distance"": {""meters"": 100}, ""power"": {""maxW"": 12}}","4K HDMI-over-IP encoder with Dante and AES67 audio support, copper or fiber network uplinks, and bidirectional IR, RS-232, and USB-KVM extension.",,NetworkHD 500 (premium AVoIP with Dante audio),NHD-500-DNT-TX,high,https://www.blustream-us.com/video-over-ip-extenders-ip350uhd-tx,2026-07-05,Claude research pass,"Official Blustream IP350UHD-TX page. | data/product-intelligence-db.json#14 merged into deployed competitor catalog. | data/product-intelligence-db.json#16 merged into deployed competitor catalog. | data/product-intelligence-db.json#27 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Blustream IP350 products are AV-over-IP endpoints for higher-spec distributed AV workflows. | Keep IP350 in the AVoIP lane and compare by endpoint role, image quality, and distributed topology. | Official competitor family guidance applied during canonical sync. | Verified via official Blustream IP350UHD-TX page: 18Gbps 4K60 4:4:4 HDR/Dolby Vision LLM, built-in 2ch Dante TX/RX, HDMI loop-out, dual LAN + SFP, 12W max.",[],,,,,,,
Blustream,PLA88CS,PLA88CS,,Matrix,HDBaseT Matrix (Platinum),matrix switcher,review,sku-seed,HDBaseT,8,8,"4K60 4:4:4 (HDMI2.0, 18Gbps)",,HDBASET,matrix,many-to-many,"[{""type"": ""HDMI"", ""count"": 8}, {""type"": ""HDBaseT"", ""count"": 2}]","[{""type"": ""HDBaseT"", ""count"": 8}, {""type"": ""HDMI"", ""count"": 4}]","[""RS-232 (pass-through)"", ""IR (bidirectional pass-through)"", ""Web GUI""]","[""Analog L/R (3.5mm)"", ""Optical S/PDIF"", ""Dolby Atmos Downmix"", ""DTS Downmix"", ""ARC""]","[""8x8 HDMI2.0 18Gbps CSC matrix with HDR"", ""150m at 1080p, 100m at 4K60 4:4:4"", ""Independent Dolby Atmos/DTS audio downmixing"", ""ARC, optical audio delay for lip-sync"", ""2U rack-mountable""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""bandwidthGbps"": 18, ""hdr"": true}, ""distance"": {""meters1080p"": 150, ""meters4k"": 100}, ""matrixInputs"": 8, ""matrixOutputs"": 8, ""routedInputCount"": 8, ""routedOutputCount"": 8, ""physicalOutputCount"": 12, ""mirroredOutputCount"": 4}","Blustream PLA88CS Platinum 8x8 HDMI2.0/HDBaseT CSC matrix with 18Gbps/HDR support, 100m (4K) / 150m (1080p) reach, independent Dolby Atmos/DTS downmixing, and ARC.",,Premium 8x8 HDBaseT matrix,MXV-0808-H2A-70-V3,high,https://www.blustream-us.com/8x8-hdbaset-matrix-pla88cs,2026-07-05,Claude research pass,"Verified via official Blustream PLA88CS page: 8x8 18Gbps CSC matrix, 100m(4K)/150m(1080p), Dolby Atmos/DTS downmix, ARC, 2U rackmount.",[],,,,,,,
Blustream,SW41AB-V2,SW41AB-V2 Multiformat Presentation Switch,SW,Switcher,Presentation Switcher,presentation-switcher,approved,structured-catalog,Local,4,1,4K60 4:4:4,,Presentation Switching,presentation switcher,bidirectional,"[{""type"": ""HDMI"", ""count"": 4}]","[{""type"": ""HDMI"", ""count"": 1}]","[""Front Panel"", ""RS-232"", ""IR""]","[""Optical S/PDIF Out"", ""Analog L/R (3.5mm)""]","[""Multi format presentation switcher"",""USB-C"",""Audio embedding"",""Audio de-embedding"",""Web GUI"",""18 Gbps"",""HDCP 2.2"",""Presentation switching"",""Room switching""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""hdmi"": ""2.0"", ""hdcp"": ""2.2""}, ""power"": {""dc"": ""5V/2A""}, ""matrixInputs"": 4, ""matrixOutputs"": 1}","Four-input multiformat presentation switcher with HDMI and USB-C connectivity, 18 Gbps output, audio embedding and de-embedding, and web GUI control.",,4x1 presentation switcher,SW-0401-H2 / EXP-SW-0401-8K,high,https://www.blustream-us.com/sw41ab-v2,2026-07-05,Claude research pass,"Official Blustream SW41AB-V2 page. | data/product-intelligence-db.json#15 merged into deployed competitor catalog. | data/product-intelligence-db.json#17 merged into deployed competitor catalog. | data/product-intelligence-db.json#28 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Blustream SW products are presentation switchers for meeting and classroom environments. | Compare Blustream SW rows against presentation switchers and collaboration switchers, not plain matrices. | Official competitor family guidance applied during canonical sync. | Verified via official Blustream SW41AB-V2 page: 4x1 HDMI2.0/HDCP2.2 auto-switch with audio breakout, RS-232/IR/front-panel control, 5V/2A.",[],,,,,,,
Blustream,UEX3C-KIT,UEX3C-KIT USB 3.2 Extender Kit,UEX,Extender,USB Extender,extender,approved,structured-catalog,HDBaseT,1,2,,,EXTENSION,point-to-point,bidirectional,"[{""type"": ""USB-C (host, receiver side)"", ""count"": 1}]","[{""type"": ""USB-A (transmitter side)"", ""count"": 1}, {""type"": ""USB-C (transmitter side)"", ""count"": 1}]",[],[],"[""USB 3.2 Gen1 extension via HDBaseT, up to 100m over CAT6A"", ""5Gbps data rate"", ""Backward compatible with USB 2.0/1.1"", ""Bidirectional PoC power"", ""Up to 2.5A combined power output""]","{""usb"": {""generation"": ""3.2 Gen1"", ""throughputGbps"": 5}, ""distance"": {""meters"": 100}, ""power"": {""maxCombinedA"": 2.5}}","Blustream UEX3C-KIT USB 3.2 Gen1 extender delivering 5Gbps USB extension up to 100m over CAT6A via HDBaseT, with bidirectional power-over-cable and driverless operation.",,USB-C extender kit,EX-100-USB3,high,https://www.blustream-us.com/usb-extenders-uex3c-kit,2026-07-05,Claude research pass,"Official Blustream UEX3C-KIT page. | data/product-intelligence-db.json#16 merged into deployed competitor catalog. | data/product-intelligence-db.json#18 merged into deployed competitor catalog. | data/product-intelligence-db.json#29 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Blustream UEX products are USB extension systems for host and peripheral workflows. | Compare UEX products against USB extension and KVM transport products, not HDMI matrices. | Official competitor family guidance applied during canonical sync. | Verified via official Blustream UEX3C-KIT page: USB3.2 Gen1 5Gbps, 100m over CAT6A, bidirectional PoC, backward compatible USB2.0/1.1.",[],,,,,,,
Blustream,WMF-USBC-D,WMF-USBC-D USB-C Wireless Presentation Dongle,WMF,Wireless Presentation,Wireless Presentation Accessory,accessory,approved,structured-catalog,Wireless,,,4K30,,PRESENTATION,accessory,bidirectional,"[{""type"": ""USB-C (integrated cable)"", ""count"": 1}]","[{""type"": ""Wireless Presentation"", ""count"": 1}]","[""Pairing"", ""USB Touch-back""]","[""Embedded Audio""]","[""USB-C dongle"",""Wireless presentation"",""One-click sharing"",""Guest collaboration"",""Collaboration switcher"",""BYOD"",""Wireless collaboration accessory""]","{""video"": {""maxResolution"": ""3840x2160@30""}, ""physical"": {""dimensionsMm"": ""177x65x17"", ""weightKg"": 0.5}}","Blustream WMF-USBC-D driverless USB-C wireless presentation dongle pairing with a WMF51/WMF72 hub, supporting 4K30 sharing and USB touch-back.",,Wireless presentation accessory (USB-C dongle),APO-DG2,high,https://www.blustream-us.com/wireless-byod-wmf-usbc-d,2026-07-05,Claude research pass,"Official Blustream WMF-USBC-D page. | data/product-intelligence-db.json#17 merged into deployed competitor catalog. | data/product-intelligence-db.json#19 merged into deployed competitor catalog. | data/product-intelligence-db.json#30 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Blustream WMF products are multiformat collaboration switchers with wired and wireless presentation workflows. | Compare WMF products against collaboration switchers and wireless presentation appliances, not generic matrices. | Official competitor family guidance applied during canonical sync. | The WMF USB-C dongle is a collaboration accessory for joining a WMF room system. | Treat WMF USB-C dongles as accessories, not as independent room endpoints. | Verified via official Blustream WMF-USBC-D page: 4K30, integrated USB-C cable, pairs with WMF51/WMF72, USB touch-back, driverless.",[],,,,,,,
Blustream,WMF72,WMF72 Wireless Presentation Switcher,WMF,Switcher,Presentation Switcher,presentation-switcher,review,structured-catalog,Local,2,2,4K60 4:4:4 (scaler output),,Wireless Presentation,collaboration appliance,bidirectional,"[{""type"": ""HDMI"", ""count"": 1}, {""type"": ""USB-C"", ""count"": 1}, {""type"": ""Wireless (AirPlay/Miracast/Chromecast/Dongle)"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 2}]","[""Front Panel"", ""RS-232"", ""TCP/IP (dual GbE)""]","[""5-pin Phoenix (balanced/unbalanced)""]","[""Wireless presentation"",""Multi format presentation switcher"",""AirPlay"",""Miracast"",""Chromecast"",""Dual HDMI outputs"",""Wireless USB camera and microphone"",""USB touch-back"",""Collaboration switcher"",""BYOD""]","{""video"": {""maxResolution"": ""4K60 4:4:4""}, ""wireless"": {""bands"": [""2.4GHz"", ""5GHz""]}, ""usb"": {""ports"": ""3x USB-A 3.0 + 1x USB-B 3.0""}, ""power"": {""dc"": ""24V/5A""}}","4K multiformat presentation switcher with wired HDMI and USB-C inputs, AirPlay, Miracast, and Chromecast sharing, dual HDMI outputs, and wireless USB device support.",,Wireless/HDMI presentation switcher,APO-VX20-UC-V2 + APO-DG2,high,https://www.blustream-us.com/introducing-the-new-wmf72-from-blustream-2,2026-07-05,Claude research pass,"Official Blustream WMF72 launch page. | data/product-intelligence-db.json#18 merged into deployed competitor catalog. | data/product-intelligence-db.json#20 merged into deployed competitor catalog. | data/product-intelligence-db.json#31 merged into deployed competitor catalog. | Canonical competitor record rebuilt from structured compare catalog. | Blustream WMF products are multiformat collaboration switchers with wired and wireless presentation workflows. | Compare WMF products against collaboration switchers and wireless presentation appliances, not generic matrices. | Official competitor family guidance applied during canonical sync. | Verified via official Blustream WMF72 page: HDMI/USB-C/AirPlay/Miracast/Chromecast in, dual HDMI out, multiview up to 5 sources, dual GbE, 2.4/5GHz WiFi hotspot, 24V/5A.",[],,,,,,,
Blustream,SP14CS,SP14CS 1x4 HDMI Splitter,SP-CS,Distribution,HDMI Distribution Amplifier / Splitter,distribution-amplifier,approved,structured-catalog,Local,1,4,4K60 4:4:4,,Distribution,splitter,one-to-many,"[{""type"": ""HDMI"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 4}]","[""EDID management""]","[""Embedded audio passthrough""]","[""1x4 HDMI splitter/distribution amplifier"", ""HDMI 2.0, HDCP 2.2, up to 4K@60Hz 4:4:4"", ""Automatic video down-conversion per output for mixed-capability displays""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""hdmiVersion"": ""2.0"", ""hdcp"": ""2.2""}, ""matrixInputs"": 1, ""matrixOutputs"": 4, ""routedInputCount"": 1, ""routedOutputCount"": 4, ""physicalOutputCount"": 4, ""mirroredOutputCount"": 4}",Blustream SP14CS 1x4 HDMI Splitter: 1x4 HDMI 2.0 splitter/distribution amplifier supporting 4K@60Hz 4:4:4 with HDCP 2.2 and automatic per-output video down-conversion.,"Fixed one-to-many distribution only; not a switcher (single HDMI input, mirrored to all outputs).",1:4 HDMI distribution amplifier,EXP-SP-0104-H2 / SP-0104-H2,high,https://www.blustream.co.uk/hdmi-splitters,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (distribution amplifier category). Verified via Blustream official product page.,[],1,4,4,4,derived,Title evidence: 1x4 HDMI splitter,comparison-only-verify
Blustream,SP18CS,SP18CS 1x8 HDMI Splitter with Audio Breakout,SP-CS,Distribution,HDMI Distribution Amplifier / Splitter,distribution-amplifier,approved,structured-catalog,Local,1,8,4K60 4:4:4,,Distribution,splitter,one-to-many,"[{""type"": ""HDMI"", ""count"": 1}]","[{""type"": ""HDMI"", ""count"": 8}]","[""EDID management""]","[""S/PDIF + analog audio breakout""]","[""1x8 HDMI splitter/distribution amplifier"", ""HDMI 2.0, HDCP 2.2, up to 4K@60Hz 4:4:4"", ""Automatic video down-conversion per output for mixed-capability displays"", ""Digital (S/PDIF) and analog audio breakout""]","{""video"": {""maxResolution"": ""4K60 4:4:4"", ""hdmiVersion"": ""2.0"", ""hdcp"": ""2.2""}, ""matrixInputs"": 1, ""matrixOutputs"": 8, ""routedInputCount"": 1, ""routedOutputCount"": 8, ""physicalOutputCount"": 8, ""mirroredOutputCount"": 8}",Blustream SP18CS 1x8 HDMI Splitter with Audio Breakout: 1x8 HDMI 2.0 splitter/distribution amplifier supporting 4K@60Hz 4:4:4 with HDCP 2.2 and automatic per-output video down-conversion. Includes S/PDIF and analog audio breakout.,"Fixed one-to-many distribution only; not a switcher (single HDMI input, mirrored to all outputs).",1:8 HDMI distribution amplifier,SP-0108-SCL,high,https://www.blustream.co.uk/hdmi-splitters,2026-07-06,Claude research pass,Added during competitor SKU-coverage expansion (distribution amplifier category). Verified via Blustream official product page.,[],1,8,8,8,derived,Title evidence: 1x8 HDMI splitter,comparison-only-verify
